Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
2974,Female,15,Group D,Some College,Standard,Completed,12,10,9
2975,Male,15,Group E,High School,Free/Reduced,None,29,51,60
2976,Female,15,Group B,Some College,Free/Reduced,Completed,58,44,78
2977,Male,18,Group C,Some High School,Standard,None,14,69,67
2978,Male,18,Group A,Some College,Free/Reduced,Completed,15,10,42
2979,Male,18,Group D,Some High School,Free/Reduced,None,70,18,34
2980,Male,16,Group E,Some High School,Free/Reduced,None,91,77,74
2981,Male,18,Group D,Master's Degree,Standard,Completed,37,17,4
2982,Male,18,Group B,High School,Free/Reduced,Completed,16,3,96
2983,Female,18,Group C,Bachelor's Degree,Free/Reduced,None,44,83,5
2984,Male,17,Group D,Bachelor's Degree,Standard,None,39,47,39
2985,Male,18,Group E,High School,Free/Reduced,None,57,73,88
2986,Female,15,Group B,High School,Free/Reduced,Completed,55,92,77
2987,Male,18,Group E,Master's Degree,Free/Reduced,Completed,70,20,7
2988,Male,16,Group E,Master's Degree,Standard,None,10,19,31
2989,Male,16,Group B,Master's Degree,Free/Reduced,None,64,75,60
2990,Female,18,Group C,Bachelor's Degree,Standard,None,23,36,86
2991,Male,15,Group E,Some High School,Standard,Completed,50,14,20
2992,Female,15,Group C,Some College,Standard,None,65,9,76
2993,Female,17,Group D,Some College,Standard,None,24,41,45
2994,Female,15,Group A,Some High School,Standard,None,18,98,95
2995,Male,17,Group A,Some High School,Free/Reduced,Completed,87,52,37
2996,Female,17,Group C,High School,Free/Reduced,Completed,28,27,47
2997,Male,15,Group D,Bachelor's Degree,Free/Reduced,None,99,5,66
2998,Female,15,Group D,Some High School,Free/Reduced,Completed,2,19,99
2999,Female,17,Group D,Bachelor's Degree,Free/Reduced,Completed,25,75,42
3000,Female,16,Group C,High School,Free/Reduced,Completed,93,40,64
3001,Male,18,Group B,Some High School,Free/Reduced,Completed,95,40,28
3002,Male,16,Group D,Master's Degree,Free/Reduced,None,45,96,43
3003,Female,15,Group B,Some College,Free/Reduced,None,67,85,88
3004,Male,15,Group A,Some College,Free/Reduced,None,76,89,53
3005,Female,17,Group C,High School,Standard,None,99,74,30
3006,Male,18,Group A,Bachelor's Degree,Standard,None,19,51,87
3007,Female,15,Group C,Some High School,Free/Reduced,None,72,29,76
3008,Male,18,Group C,Master's Degree,Free/Reduced,Completed,67,55,75
3009,Male,16,Group D,Some College,Free/Reduced,None,67,31,70
3010,Male,18,Group C,Some High School,Free/Reduced,Completed,6,59,97
3011,Female,16,Group B,Some College,Free/Reduced,None,68,85,15
3012,Male,15,Group A,Master's Degree,Standard,Completed,46,92,19
3013,Male,15,Group B,Bachelor's Degree,Free/Reduced,None,69,19,61
3014,Male,17,Group E,Bachelor's Degree,Standard,Completed,29,82,35
3015,Female,16,Group A,Some College,Standard,None,88,52,93
3016,Male,16,Group D,Master's Degree,Free/Reduced,None,67,22,27
3017,Male,18,Group E,Some College,Standard,None,21,79,77
3018,Male,17,Group D,Master's Degree,Free/Reduced,Completed,47,92,80
3019,Male,17,Group A,Some High School,Free/Reduced,Completed,20,37,19
3020,Female,17,Group E,Associate's Degree,Free/Reduced,None,12,85,18
3021,Female,16,Group C,Some High School,Standard,None,87,97,41
3022,Male,15,Group D,Master's Degree,Free/Reduced,Completed,21,23,99
3023,Female,15,Group B,Bachelor's Degree,Free/Reduced,None,81,5,43
3024,Male,18,Group E,High School,Standard,Completed,81,55,13
3025,Female,18,Group D,Some High School,Free/Reduced,None,79,48,56
3026,Female,16,Group D,Bachelor's Degree,Standard,Completed,28,9,34
3027,Male,15,Group C,Associate's Degree,Standard,Completed,96,42,8
3028,Female,17,Group E,High School,Free/Reduced,Completed,91,84,76
3029,Female,15,Group C,Some College,Free/Reduced,None,19,33,89
3030,Male,18,Group B,Master's Degree,Free/Reduced,Completed,69,79,94
3031,Male,15,Group A,Associate's Degree,Standard,None,78,65,23
3032,Female,17,Group D,Bachelor's Degree,Free/Reduced,None,54,3,41
3033,Female,18,Group E,Associate's Degree,Free/Reduced,None,25,82,71
3034,Male,16,Group C,Bachelor's Degree,Standard,None,35,85,8
3035,Female,15,Group C,Some High School,Standard,None,6,70,80
3036,Female,15,Group D,Master's Degree,Standard,Completed,51,43,94
3037,Female,16,Group D,High School,Standard,None,37,12,32
3038,Female,16,Group D,Associate's Degree,Free/Reduced,Completed,49,24,63
3039,Male,17,Group C,Bachelor's Degree,Standard,None,66,26,53
3040,Male,15,Group B,Some College,Free/Reduced,None,53,92,22
3041,Male,18,Group A,Some College,Free/Reduced,Completed,60,13,13
3042,Male,15,Group A,Associate's Degree,Standard,Completed,59,28,90
3043,Male,17,Group E,Some College,Standard,Completed,41,83,23
3044,Male,18,Group A,Bachelor's Degree,Free/Reduced,None,17,68,90
3045,Female,18,Group E,Master's Degree,Standard,None,92,97,24
3046,Male,18,Group B,High School,Free/Reduced,None,38,5,51
3047,Female,17,Group E,High School,Standard,Completed,0,5,4
3048,Female,15,Group C,Some High School,Standard,None,9,34,15
3049,Female,18,Group B,Associate's Degree,Standard,Completed,32,73,89
3050,Female,16,Group D,Associate's Degree,Standard,Completed,90,68,69
3051,Male,17,Group A,Bachelor's Degree,Free/Reduced,Completed,71,28,50
3052,Female,18,Group B,Some College,Standard,Completed,85,90,29
3053,Female,17,Group B,Bachelor's Degree,Standard,None,39,20,73
3054,Female,16,Group C,Associate's Degree,Standard,None,26,8,76
3055,Male,18,Group B,Master's Degree,Standard,Completed,93,82,33
3056,Female,15,Group B,Some College,Standard,Completed,78,10,45
3057,Male,17,Group D,Associate's Degree,Standard,Completed,76,22,33
3058,Female,18,Group C,Some High School,Standard,None,8,19,12
3059,Female,18,Group E,High School,Free/Reduced,Completed,7,12,26
3060,Female,17,Group C,Some College,Standard,Completed,96,22,92
3061,Male,16,Group E,Associate's Degree,Standard,Completed,52,100,98
3062,Female,17,Group B,Master's Degree,Standard,Completed,17,9,71
3063,Female,15,Group D,Some High School,Standard,Completed,18,47,32
3064,Female,16,Group C,High School,Free/Reduced,None,61,95,40
3065,Female,15,Group C,Bachelor's Degree,Standard,Completed,20,37,29
3066,Female,15,Group A,Bachelor's Degree,Free/Reduced,None,97,65,12
3067,Male,17,Group B,Some College,Standard,Completed,31,84,40
3068,Female,18,Group B,Master's Degree,Free/Reduced,None,50,14,49
3069,Female,16,Group A,Bachelor's Degree,Standard,None,100,91,27
3070,Female,15,Group C,Associate's Degree,Free/Reduced,None,20,47,99
3071,Male,18,Group A,Some College,Free/Reduced,None,82,68,6
3072,Male,18,Group C,Bachelor's Degree,Free/Reduced,Completed,53,19,77
3073,Female,18,Group A,Master's Degree,Free/Reduced,None,50,55,31
3074,Female,16,Group B,Associate's Degree,Free/Reduced,Completed,75,69,1
3075,Female,18,Group A,Master's Degree,Free/Reduced,Completed,24,53,98
3076,Male,17,Group A,Associate's Degree,Standard,None,31,68,60
3077,Male,15,Group B,Master's Degree,Standard,Completed,44,63,76
3078,Male,18,Group D,High School,Free/Reduced,None,9,51,51
3079,Female,15,Group C,Some High School,Free/Reduced,None,28,38,66
3080,Male,16,Group B,Some College,Free/Reduced,None,35,1,84
3081,Male,15,Group A,Bachelor's Degree,Standard,None,17,13,94
3082,Female,18,Group B,Bachelor's Degree,Standard,None,51,97,43
3083,Female,16,Group B,Master's Degree,Standard,None,15,74,99
3084,Male,16,Group E,Associate's Degree,Free/Reduced,Completed,92,14,79
3085,Female,16,Group E,High School,Free/Reduced,None,94,67,5
3086,Female,16,Group B,Some College,Free/Reduced,None,74,41,83
3087,Male,16,Group E,Bachelor's Degree,Free/Reduced,None,86,33,75
3088,Male,15,Group D,Bachelor's Degree,Free/Reduced,None,19,71,54
3089,Male,18,Group D,Some High School,Standard,Completed,26,68,89
3090,Female,15,Group E,Some High School,Free/Reduced,Completed,56,7,84
3091,Male,18,Group B,Bachelor's Degree,Free/Reduced,None,18,49,39
3092,Female,16,Group B,Some High School,Standard,None,86,39,46
3093,Female,16,Group E,High School,Standard,None,35,39,100
3094,Female,17,Group D,Associate's Degree,Standard,None,97,96,74
3095,Male,17,Group A,Master's Degree,Free/Reduced,Completed,41,17,68
3096,Male,15,Group C,Bachelor's Degree,Free/Reduced,Completed,1,86,59
3097,Female,15,Group D,Master's Degree,Free/Reduced,None,81,0,17
3098,Female,18,Group D,Bachelor's Degree,Free/Reduced,None,15,5,80
3099,Male,18,Group C,Associate's Degree,Standard,None,66,49,35
3100,Male,17,Group D,High School,Free/Reduced,None,39,22,93
3101,Female,17,Group A,Bachelor's Degree,Free/Reduced,None,67,72,4
3102,Male,18,Group D,Bachelor's Degree,Standard,None,13,64,71
3103,Male,15,Group A,High School,Free/Reduced,None,98,63,95
3104,Male,18,Group B,High School,Standard,None,80,56,78
3105,Female,15,Group D,Some High School,Free/Reduced,None,76,81,77
3106,Male,18,Group A,Master's Degree,Free/Reduced,Completed,60,67,22
3107,Male,16,Group C,Master's Degree,Free/Reduced,Completed,29,61,89
3108,Male,16,Group A,Some College,Free/Reduced,None,84,31,13
3109,Female,15,Group D,High School,Free/Reduced,Completed,56,40,58
3110,Female,15,Group E,Some High School,Standard,None,38,66,61
3111,Male,15,Group B,Some College,Free/Reduced,Completed,15,41,81
3112,Male,17,Group A,Some High School,Free/Reduced,Completed,69,99,99
3113,Male,17,Group C,Master's Degree,Standard,None,95,94,24
3114,Male,18,Group D,Some College,Free/Reduced,Completed,78,49,42
3115,Female,17,Group A,Associate's Degree,Free/Reduced,None,58,81,83
3116,Male,18,Group D,High School,Standard,None,19,51,97
3117,Female,18,Group A,Some College,Standard,Completed,9,36,11
3118,Male,18,Group A,Master's Degree,Free/Reduced,None,96,51,53
3119,Male,15,Group B,Bachelor's Degree,Free/Reduced,Completed,92,95,51
3120,Male,16,Group D,Master's Degree,Free/Reduced,Completed,43,39,65
3121,Male,17,Group B,Associate's Degree,Free/Reduced,None,34,99,8
3122,Female,18,Group D,Some High School,Standard,Completed,5,95,8
3123,Female,16,Group A,High School,Free/Reduced,Completed,48,15,26
3124,Male,18,Group B,High School,Standard,None,32,76,27
3125,Female,15,Group A,Bachelor's Degree,Free/Reduced,None,14,55,79
3126,Female,18,Group E,Bachelor's Degree,Free/Reduced,None,80,92,60
3127,Female,17,Group D,Some High School,Free/Reduced,None,59,16,24
3128,Female,16,Group B,High School,Free/Reduced,Completed,54,27,54
3129,Female,15,Group C,Some High School,Standard,Completed,74,37,57
3130,Female,18,Group E,Master's Degree,Free/Reduced,Completed,21,84,3
3131,Male,17,Group E,Master's Degree,Standard,Completed,90,23,61
3132,Male,17,Group B,Bachelor's Degree,Free/Reduced,Completed,88,14,88
3133,Female,15,Group D,Some College,Standard,Completed,62,78,17
3134,Female,17,Group C,Bachelor's Degree,Standard,Completed,97,18,15
3135,Female,17,Group C,Associate's Degree,Standard,Completed,37,91,61
3136,Female,17,Group E,Some College,Standard,None,28,55,84
3137,Male,17,Group B,Some College,Free/Reduced,Completed,66,18,28
3138,Female,18,Group D,Master's Degree,Standard,Completed,13,22,90
3139,Female,15,Group D,Some College,Standard,None,11,9,37
3140,Female,16,Group A,Bachelor's Degree,Free/Reduced,Completed,93,24,1
3141,Female,16,Group B,Some High School,Standard,Completed,77,23,90
3142,Female,17,Group A,High School,Standard,None,76,2,23
3143,Female,18,Group E,Master's Degree,Standard,None,46,39,39
3144,Male,17,Group A,Some High School,Standard,None,30,88,16
3145,Male,17,Group A,Associate's Degree,Standard,Completed,85,8,83
3146,Female,18,Group A,High School,Standard,None,63,5,21
3147,Male,15,Group A,Associate's Degree,Standard,None,89,36,82
3148,Female,16,Group B,Master's Degree,Free/Reduced,None,55,20,21
3149,Female,18,Group E,High School,Free/Reduced,Completed,53,78,94
3150,Male,16,Group D,High School,Standard,Completed,7,32,34
3151,Male,18,Group B,High School,Free/Reduced,Completed,81,68,12
3152,Female,18,Group B,Some College,Free/Reduced,None,13,27,88
3153,Male,17,Group C,Some High School,Free/Reduced,None,98,14,78
3154,Male,15,Group D,Bachelor's Degree,Standard,Completed,35,36,67
3155,Male,16,Group C,Some College,Free/Reduced,Completed,92,93,92
3156,Female,15,Group E,Some College,Standard,Completed,93,62,29
3157,Male,17,Group E,Bachelor's Degree,Free/Reduced,None,35,65,7
3158,Male,18,Group E,High School,Free/Reduced,None,32,72,52
3159,Male,16,Group D,Some High School,Free/Reduced,None,81,98,86
3160,Female,15,Group A,Some High School,Standard,Completed,65,89,31
3161,Male,16,Group E,Bachelor's Degree,Free/Reduced,None,42,14,23
3162,Female,16,Group A,Some College,Free/Reduced,Completed,53,11,93
3163,Female,16,Group A,High School,Standard,None,85,60,30
3164,Female,15,Group D,Some High School,Standard,Completed,32,78,55
3165,Female,16,Group C,Some High School,Standard,Completed,45,57,40
3166,Male,15,Group C,Some College,Standard,Completed,10,19,39
3167,Male,18,Group A,Some College,Standard,None,1,97,1
3168,Male,15,Group E,Associate's Degree,Standard,None,12,52,12
3169,Male,17,Group E,Associate's Degree,Standard,None,91,75,69
3170,Male,16,Group A,Associate's Degree,Standard,Completed,62,78,12
3171,Male,17,Group A,Associate's Degree,Standard,Completed,31,76,83
3172,Male,17,Group B,Associate's Degree,Standard,Completed,74,78,39
3173,Female,18,Group C,High School,Standard,Completed,63,35,37
3174,Female,18,Group A,Associate's Degree,Free/Reduced,Completed,28,73,34
3175,Female,15,Group B,Some High School,Free/Reduced,None,75,88,21
3176,Male,15,Group C,High School,Standard,Completed,55,67,37
3177,Female,16,Group A,Bachelor's Degree,Free/Reduced,Completed,85,12,97
3178,Male,17,Group B,Bachelor's Degree,Free/Reduced,None,34,83,70
3179,Male,18,Group C,Bachelor's Degree,Free/Reduced,Completed,13,20,34
3180,Female,18,Group A,Some High School,Standard,None,99,65,19
3181,Female,16,Group B,High School,Free/Reduced,Completed,90,89,85
3182,Female,18,Group E,Some High School,Standard,Completed,62,25,85
3183,Female,17,Group C,Bachelor's Degree,Free/Reduced,Completed,71,14,3
3184,Male,17,Group E,High School,Standard,Completed,77,94,20
3185,Female,16,Group D,Associate's Degree,Standard,None,72,70,88
3186,Male,17,Group D,Some High School,Free/Reduced,Completed,48,2,35
3187,Female,15,Group E,Associate's Degree,Free/Reduced,None,77,7,31
3188,Female,17,Group D,Bachelor's Degree,Standard,Completed,66,28,96
3189,Female,15,Group D,Some College,Free/Reduced,Completed,85,55,47
3190,Female,18,Group C,Some High School,Standard,Completed,48,54,0
3191,Male,15,Group D,Some High School,Standard,Completed,5,52,89
3192,Male,16,Group E,High School,Standard,None,77,2,76
3193,Male,16,Group A,Some High School,Standard,None,13,94,39
3194,Male,16,Group B,Master's Degree,Standard,None,75,88,56
3195,Male,16,Group B,Master's Degree,Standard,Completed,82,95,52
3196,Female,16,Group B,Some High School,Standard,None,12,21,44
3197,Male,17,Group B,Some High School,Standard,None,73,90,89
3198,Male,18,Group D,Bachelor's Degree,Standard,None,12,0,11
3199,Female,15,Group B,Master's Degree,Standard,None,15,7,15
3200,Female,15,Group D,Some College,Standard,None,97,0,85
3201,Female,18,Group D,Some College,Free/Reduced,None,30,44,94
3202,Male,16,Group D,Associate's Degree,Standard,Completed,46,25,65
3203,Male,16,Group D,Associate's Degree,Standard,None,74,95,54
3204,Female,15,Group E,Some College,Free/Reduced,None,86,20,84
3205,Female,16,Group A,Master's Degree,Free/Reduced,Completed,90,69,8
3206,Female,17,Group B,Bachelor's Degree,Standard,Completed,77,43,43
3207,Male,17,Group A,Some High School,Standard,Completed,53,24,53
3208,Male,17,Group A,Bachelor's Degree,Standard,None,50,69,35
3209,Female,18,Group C,High School,Standard,None,91,50,1
3210,Female,18,Group C,Master's Degree,Standard,None,95,24,78
3211,Female,17,Group D,Bachelor's Degree,Free/Reduced,None,5,12,73
3212,Male,18,Group D,High School,Free/Reduced,None,44,0,36
3213,Male,17,Group B,High School,Free/Reduced,Completed,82,41,13
3214,Female,16,Group A,Some High School,Free/Reduced,Completed,100,80,39
3215,Male,18,Group D,Some High School,Standard,None,56,5,63
3216,Male,17,Group B,Some College,Standard,Completed,58,41,44
3217,Male,18,Group C,Master's Degree,Standard,Completed,73,22,24
3218,Male,15,Group E,Associate's Degree,Standard,None,66,34,79
3219,Male,15,Group D,Bachelor's Degree,Standard,None,4,31,69
3220,Male,17,Group A,Bachelor's Degree,Free/Reduced,None,51,67,79
3221,Male,17,Group E,Bachelor's Degree,Standard,Completed,80,30,90
3222,Female,17,Group E,Bachelor's Degree,Standard,None,95,70,8
3223,Male,15,Group A,Master's Degree,Free/Reduced,Completed,99,90,24
3224,Female,18,Group E,High School,Standard,Completed,55,0,59
3225,Male,15,Group D,Associate's Degree,Free/Reduced,Completed,85,45,4
3226,Male,17,Group D,Associate's Degree,Free/Reduced,Completed,3,70,40
3227,Male,17,Group C,Bachelor's Degree,Free/Reduced,None,27,88,39
3228,Female,17,Group D,High School,Standard,Completed,72,20,81
3229,Male,17,Group E,Some High School,Free/Reduced,None,23,53,17
3230,Female,17,Group E,Master's Degree,Standard,Completed,3,78,38
3231,Female,17,Group C,Associate's Degree,Free/Reduced,Completed,80,21,41
3232,Male,16,Group A,Some High School,Free/Reduced,None,42,84,11
3233,Male,16,Group D,Some College,Free/Reduced,Completed,12,99,87
3234,Male,16,Group E,Master's Degree,Standard,Completed,37,72,81
3235,Male,15,Group E,Master's Degree,Standard,None,52,98,79
3236,Female,18,Group B,Master's Degree,Free/Reduced,Completed,3,78,7
